"code","name","category","sub_category","sub_category2"
"8853474057559","มายช้อยส์ไข่ไก่สดออร์แกนิคแพค 10ฟอง","อาหารสดและเบเกอรี่","ไข่","ไข่สด"
"8853474009695","ท็อปส์ไข่ไก่เบอร์2 แพค 12ฟอง","อาหารสดและเบเกอรี่","ไข่","ไข่สด"
"8853474040667","ท็อปส์ไข่ไก่สดเบอร์0 แพค 10ฟอง","อาหารสดและเบเกอรี่","ไข่","ไข่สด"
"8856294089564","เบทาโกรไข่ไก่เคจฟรีแพค 10ฟอง","อาหารสดและเบเกอรี่","ไข่","ไข่สด"
"8856294055101","เบทาโกรไข่ไก่เบอร์ 2 แพค 30ฟอง","อาหารสดและเบเกอรี่","ไข่","ไข่สด"
"8853474054107","ท็อปส์ไข่ไก่สดเบอร์2 แพค 30ฟอง","อาหารสดและเบเกอรี่","ไข่","ไข่สด"
"8856294055026","เบทาโกรไข่ไก่เบอร์0 แพค 10ฟอง","อาหารสดและเบเกอรี่","ไข่","ไข่สด"
"8856294057280","เอสเพียวไข่ไก่แพค 10ฟอง","อาหารสดและเบเกอรี่","ไข่","ไข่สด"
"8853474063031","มายช้อยส์ไข่ไก่สดจากไก่ปล่อยอิสระแพค 10ฟอง","อาหารสดและเบเกอรี่","ไข่","ไข่สด"
"8856294055040","เบทาโกรไข่ไก่เบอร์1 แพค 10ฟอง","อาหารสดและเบเกอรี่","ไข่","ไข่สด"
"8853474057566","ท็อปส์ไข่ไก่เบอร์1แพค 10ฟอง","อาหารสดและเบเกอรี่","ไข่","ไข่สด"
"8853474057542","ถูกใจไข่ไก่สดคละขนาดแพค 30ฟอง","อาหารสดและเบเกอรี่","ไข่","ไข่สด"
"8852043354488","เอสเพียวไข่ไก่ขนาดกลาง แพค 10ฟอง","อาหารสดและเบเกอรี่","ไข่","ไข่สด"
"8856294088338","เบทาโกรไข่ไก่จากแม่ไก่สาวแพค 10ฟอง","อาหารสดและเบเกอรี่","ไข่","ไข่สด"
"8853474014422","ท็อปส์ไข่เค็ม แพค 4ฟอง","อาหารสดและเบเกอรี่","ไข่","ไข่สด"
"8859226200105","ฮิลไทรบ์ไข่ไก่ออร์แกนิคขนาดใหญ่แพค 6ฟอง","อาหารสดและเบเกอรี่","ไข่","ไข่สด"
"8859336700014","เอททีเอทไข่ขาวต้มพร้อมทาน 100กรัม","อาหารสดและเบเกอรี่","ไข่","ไข่สด"
"8857124585089","สิรินทร์ฟาร์มไข่ไก่ปลอดสารแพค 10ฟอง","อาหารสดและเบเกอรี่","ไข่","ไข่สด"
"8852043354471","เอสเพียวไข่ไก่จัมโบ้ แพค 6ฟอง","อาหารสดและเบเกอรี่","ไข่","ไข่สด"
"8853474061181","ท็อปส์ไข่นกกระทาสดแพค 30ฟอง","อาหารสดและเบเกอรี่","ไข่","ไข่สด"
"0000024971386","มายช้อยส์พายไก่ซอสขาว","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0000024947954","มายช้อยส์ขนมปังชิกเก้นแฟรงค์เฟริทโรล","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8850231000254","เอส&พีเค้กแช่แข็งรสเนยสด 300กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8850123110436","ฟาร์มเฮ้าส์ขนมปังโฮลวีต 500กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0209200036912","มายช้อยส์ขนมปังแฟรงค์เฟิร์ทโรล","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8850231000261","เอส&พีเค้กแช่แข็งช็อกมาร์เบิ้ล 300กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0209200036950","มายช้อยส์ขนมปังชีสแฟรงค์เฟิร์ท","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8850123110108","ฟาร์มเฮ้าส์ขนมปังแซนวิช 480กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0209200035960","มายช้อยส์เดนิชเพสตรี้ลูกเกด","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8858894100045","คิวบิคขนมปังแซนด์วิชโฮลวีตรสดั้งเดิม 360 กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8850123111204","ฟาร์มเฮ้าส์ขนมปังรอยัลธัญพืช 12ชนิด 285กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8850123110412","ฟาร์มเฮ้าส์ขนมปังโฮลวีต 250กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8850123111006","ฟาร์มเฮาส์รอยัลเบรดขนมปังชนิดแผ่นเนื้อนุ่มสไลด์หนา 275กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8850123110146","ฟาร์มเฮ้าส์ขนมปังแซนวิชสไลด์ขอบ 220กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0000048239028","ครูสมทรงขนมเปี๊ยะ","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0000020907518","มายช้อยส์ขนมปังชิกเก้นชีส","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8858894100137","คิวบิกขนมปังโฮลวีตธัญพืช 19ชนิด 360 กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8850123111105","ฟาร์มเฮ้าส์รอยัลขนมปังโฮลวีตเนื้อนุ่มสไลด์หนา 285กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0000024971379","มายช้อยส์พายเผือก","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8858894100014","คิวบิคขนมปังโฮลวีตรสดั้งเดิม 360 กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8850123110443","ฟาร์มเฮ้าส์ขนมปังโฮลวีตชนิดเนื้อละเอียด 250กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8850123110535","ฟาร์มเฮ้าส์ขนมปังกลิ่นนมฮอกไกโด 240กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0000024949804","มายช้อยส์ขนมปังเซียบัททา","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8858894100144","คิวบิกขนมปังแซนด์วิชโฮลวีตธัญพืช 19ชนิด 360 กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8858894100021","คิวบิคขนมปังโฮลวีตผสมธัญพืช 360 กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0000024940993","มายช้อยส์ขนมปังมัลติเกรนบาร์เก็ต","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8858894100038","คิวบิคขนมปังโฮลวีตผสมเมล็ดลินินและข้าวโอ๊ตออร์แกนิค 360 กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8858894100052","คิวบิคขนมปังแซนด์วิชโฮลวีตผสมธัญพืช 360 กรัม ","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8859290400234","ดีพลัสขนมปังรสส้ม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8859290400142","ดีพลัสขนมปังรสนมฮอกไกโดเอ็กซ์ตร้า","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8858894100175","คิวบิกขนมปังโฮลวีตไรซ์เบอร์รี่ 360 กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8858894100311","คิวบิกชาร์โคลเบรด 360 กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8850231000575","เอส&พีเค้กแช่แข็งรสใบเตย 300กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0000024934350","มายช้อยส์พายมะพร้าวอ่อนแป๊ะก๊วย","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8853474023905","ท็อปส์ขนมปังโฮลวีทชนิดแผ่น 500กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0000024923880","มายช้อยส์อิงลิชมัฟฟิน","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0000024971881","มายช้อยส์ครัวซองท์โฮลวีทเนยสดฝรั่งเศส","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8853474029242","ท็อปส์ขนมปังชนิดแผ่น 480กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0000024971898","มายช้อยส์ครัวซองท์เนยสดฝรั่งเศส 70กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0000030668027","มายช้อยส์เยอรมันรัสติคัลดาร์กไรย์(B","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0000024940955","มายช้อยส์ขนมปังซาวโดว์โลฟ","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0000024971430","มายช้อยส์ครัวซองท์สปิแนช","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0000024941013","มายช้อยส์ขนมปังมัลติเกรนโลฟ","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0000021754371","มายช้อยส์ขนมปังดับเบิ้ลชีสซอสเซจ","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0000031129022","มายช้อยส์ขนมปังเพอร์เพอร์ลินซีดเบรด(B","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0000024949330","มายช้อยส์ขนมปังไรย์มัลติเกรน","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8858894100472","คิวบิกขนมปังโฮลวีตรสดั้งเดิม 120กรัม(C","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"9555615900012","มิชชั่นแผ่นแป้งสาลีสำเร็จรูปผสมธัญพืช 360กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"9555615900005","มิชชั่นแผ่นแป้งสาลีสำเร็จรูปรสดั้งเดิม 360กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0000024941037","มายช้อยส์ขนมปังออริจินัลบาร์เก็ต","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8858894100434","คิวบิกขนมปังโฮลวีตธัญพืช19ชนิด 120กรัม(C","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8858894100489","คิวบิกขนมปังดาร์คโกโก้ 120 กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8850123110115","ฟาร์มเฮ้าส์ขนมปังแซนวิช 240กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0000020930585","มายช้อยส์ขนมปังซอสเซจริง","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"9300695002619","โอลด์เอลพาโซแผ่นแป้งเทอร์ทิลลาร์ 400กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0000031100021","มายช้อยส์เพรสเซล(B","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8853474059256","ท็อปส์ขนมปังโฮลวีทช็อกโกแลตโรลวนิลลา 280กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"0084213001528","เมสเตอมาเคอร์ออร์กานิกแฟล็กซ์ซีดและเจียเบรด 350กรัม","อาหารสดและเบเกอรี่","เบเกอรี่","ขนมปังแผ่น"
"8850329102815","เมจินมสดรสขาดมันเนยแคลเซียมสูง 2ลิตร","อาหารสดและเบเกอรี่","นมสด","นมรสจืด"
"8850346113146","โฟร์โมสต์ยัมมี่นมพาสเจอร์ไรส์รสจืด 2ลิตร","อาหารสดและเบเกอรี่","นมสด","นมรสจืด"
"8858820100095","โทฟุซังน้ำนมถั่วเหลืองออร์แกนิคผสมงาดำและงาขาว 350มล.","อาหารสดและเบเกอรี่","นมสด","นมรสจืด"
"8850329102310","เมจินมสดรสโกโก้ 2ลิตร","อาหารสดและเบเกอรี่","นมสด","นมรสจืด"
"8858820100545","โทฟุซังน้ำนมถั่วเหลืองสูตรโปรตีนสูง 350มล.","อาหารสดและเบเกอรี่","นมสด","นมรสจืด"
"0092202004221","ร็อควิวนมพาสเจอร์ไรส์ 1.89ลิตร","อาหารสดและเบเกอรี่","นมสด","นมรสจืด"
"8857121846473","ฟองฟองน้ำนมถั่วเหลืองผสมฟองเต้าหู้สูตรหวานน้อย 350มล.","อาหารสดและเบเกอรี่","นมสด","นมรสจืด"
"8858862802216","หนองโพนมปรุงแต่งพาสเจอร์ไรส์รสจืด 2000มล.","อาหารสดและเบเกอรี่","นมสด","นมรสจืด"
"8857074000755","ดาลุ่มนมสดพาสเจอร์ไร้สรสจืด 750มล.","อาหารสดและเบเกอรี่","นมสด","นมรสจืด"
"8850346115140","โฟร์โมสต์ยัมมี่นมพาสเจอร์ไรส์รสจืด 380มล.","อาหารสดและเบเกอรี่","นมสด","นมรสจืด"
"8850329183418","เมจินมสดรสพร่องมันเนย 830ซีซี","อาหารสดและเบเกอรี่","นมสด","นมรสจืด"
"8850329183319","เมจินมสดรสโกโก้ 830ซีซี","อาหารสดและเบเกอรี่","นมสด","นมรสจืด"
"8850274017059","โชคชัยนมสดรสพร่องมันเนย 2ลิตร","อาหารสดและเบเกอรี่","นมสด","นมรสจืด"
"8850346105141","โฟร์โมสต์ยัมมี่นมพาสเจอร์ไรส์รสจืด 946มล.","อาหารสดและเบเกอรี่","นมสด","นมรสจืด"
"8859295000217","เอ็มมิลค์น้ำนมโคพาสเจอร์ไรส์พร่องมันเนยรสจืด 1000มล.","อาหารสดและเบเกอรี่","นมสด","นมรสจืด"
"8858709100666","แดรี่โฮมนมสดเบดไทม์มิลค์ 200ซีซี","อาหารสดและเบเกอรี่","นมสด","นมรสจืด"
"8850329145812","เมจินมสดรสแคลเซี่ยมสูง 450ซีซี","อาหารสดและเบเกอรี่","นมสด","นมรสจืด"
"0769828221591","บิงกือเรนมปรุงแต่งรสกล้วยหอม 200ซีซี","อาหารสดและเบเกอรี่","นมสด","นมรสจืด"
"8851262054018","โยลิดาโยเกิร์ตรสธรรมชาติไขมันต่ำ 450กรัม","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8851717021084","ดัชชี่โยเกิร์ตรสธรรมชาติ 135กรัม แพค 4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8851717900891","ดัชชี่โยเกิร์ตไขมัน0เปอร์เซ็นต์วุ้นมะพร้าว 135กรัม แพค 4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8851717021145","ดัชชี่โยเกิร์ตวุ้นมะพร้าว 135กรัม แพค 4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8851717021039","ดัชชี่โยเกิร์ตไขมัน0เปอร์เซ็นต์รสธรรมชาติ 135กรัม แพค 4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8851717900914","ดัชชี่โยเกิร์ตไขมัน0เปอร์เซ็นต์รสสตรอเบอร์รี่ 135กรัม แพค 4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"4002334112523","บาวเออร์ซาเน่โยเกิร์ตรสสตรอเบอร์รี่ 150กรัม","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"4002334112547","บาวเออร์ซาเน่โยเกิร์ตรสเชอร์รี่ 150กรัม","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8410128120979","พาสควาลขนมหวานกรีกสไตล์รสธรรมชาติแช่เย็น 125กรัม","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8410128113131","พาสควาลขนมหวานรสแอปริคอตและมะม่วง 125กรัม","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8851262065014","โยลิดาโยเกิร์ตรสธรรมชาติ 150กรัม","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8851717021114","ดัชชี่โยเกิร์ตสตรอเบอร์รี่ 135กรัม แพค 4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8851717905100","ดัชชี่กรีกสไตล์โยเกิร์ตผสมเวรี่เบอร์รี่ 120กรัม แพค3","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8850329315949","เมจิโยเกิร์ตผสมมิกซ์เบอร์รี่ 135กรัม แพค4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8850329315444","เมจิโยเกิร์ตรสธรรมชาติ 135กรัม แพค 4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8850329063307","เมจิบัลแกเรียโยเกิร์ตชนิดคงตัวสูตรไขมัน0เปอร์เซ็นต์ 110กรัม แพค 4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8852537071211","ไทยเดนมาร์คโยเกิร์ตรสธรรมชาติ 120กรัม","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8410128113261","พาสควาลขนมหวานรสสตรอเบอร์รี่สูตรไขมันต่ำ 125กรัม","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8851686097219","คาโรไลน์กรีกโยเกิร์ต 500กรัม","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8410128113148","พาสควาลขนมหวานรสแบล็คเชอร์รี่ 125กรัม","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8850329381548","เมจิโยเกิร์ตไม่มีไขมันรสออริจินัล 135กรัม แพค 4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8852512701515","ริวองซอยโยเกิร์ตรสออริจินัล 130กรัม แพค4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8851717907098","ดัชชี่กรีกสไตล์โยเกิร์ตรสธรรมชาติ 120กรัม แพค 3","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8851717021121","ดัชชี่โยเกิร์ตผลไม้รวม 135กรัม แพค 4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8852512701522","ริวองซอยโยเกิร์ตรสสตรอเบอร์รี่ 130กรัม แพค4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8852512701539","ริวองซอยโยเกิร์ตรสพรุน 130กรัม แพค4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8859488114011","ฮูเร่ยัวร์เกิร์ตอัลมอนด์รสออริจินัล 120กรัม","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8850329315543","เมจิโยเกิร์ตรสวุ้นมะพร้าว 135กรัม แพค 4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8852512701546","ริวองซอยโยเกิร์ตรสบลูเบอร์รี่ 130กรัม แพค4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8858709100260","แดรี่โฮมโยเกิร์ตไขมันต่ำ 130กรัม","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8851717905438","ดัชชี่โยเกิร์ตไขมัน0เปอร์เซ็นต์รสลิ้นจี่และว่านหางจระเข้ 135กรัม แพค 4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8859488114028","ฮูเร่ยัวร์เกิร์ตอัลมอนด์สตรอเบอร์รี่ 120กรัม","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8859488114035","ฮูเร่ยัวร์เกิร์ตอัลมอนด์รสบลูเบอร์รี่ 120กรัม","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8851717029257","ดัชชี่คิดส์โยเกิร์ตวุ้นมะพร้าว 80กรัม แพค 4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8850329047475","เมจิบัลแกเรียโยเกิร์ตชนิดคงตัวสูตรไขมัน0เปอร์เซ็นต์ 450กรัม","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8850329063192","เมจิบัลแกเรียโยเกิร์ตรสน้ำผึ้ง 110กรัม แพค 4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8851686094324","คาโรไลน์โยเกิร์ตไขมันต่ำ 500กรัม","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"4002334115067","บาวเออร์ฟรูฟรูโยเกิร์ตรสพีชและแพชชั่นฟรุต 100กรัม","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8850329381562","เมจิโยเกิร์ตไม่มีไขมันผสมสตรอเบอร์รี่ 135กรัม แพค 4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8851717028243","ดัชชี่โยเกิร์ตคละรส 80กรัม แพค 4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8858862800335","หนองโพโยเกิร์ตผสมสับปะรด 130กรัม","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8850329315147","เมจิโยเกิร์ตรสสตรอเบอร์รี่ 135กรัม แพค 4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8851717029233","ดัชชี่คิดส์โยเกิร์ตสตรอเบอร์รี่ 80กรัม แพค 4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8852108111186","ฮาร์ทติเบเนคอลอาหารเสริมรสส้ม70ซีซี แพค 4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8851717030147","ดัชมิลล์นมเปรี้ยวรสสตรอเบอร์รี่ 830ซีซี","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"0000048336215","ไทยเดนมาร์คโยเกิร์ตผสมแยมสตรอเบอร์รี่ 120กรัม แพค 4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8858709100284","แดรี่โฮมโยเกิร์ตสตรอเบอร์รี่ 130กรัม","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8851717030161","ดัชมิลล์นมเปรี้ยวรสผลไม้รวม 830ซีซี","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8850329381555","เมจิโยเกิร์ตไม่มีไขมันผสมวุ้นมะพร้าว 135กรัม แพค 4","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"8858911200239","บัตเตอร์ฟลายนมเปรี้ยว 200ซีซี","อาหารสดและเบเกอรี่","โยเกิร์ต","โยเกิร์ตรสธรรมชาติ"
"9415007303510","แองเคอร์วิปปิ้งครีม 1ลิตร","อาหารสดและเบเกอรี่","เนยและครีม","เนย"
"8851686098247","คาโรไลน์ครีมเปรี้ยว 150กรัม","อาหารสดและเบเกอรี่","เนยและครีม","เนย"
"8851262096018","ออลลี่ซาวครีม 145กรัม","อาหารสดและเบเกอรี่","เนยและครีม","เนย"
"9415262030039","แองเคอร์วิปปิ้งครีม 250มล.","อาหารสดและเบเกอรี่","เนยและครีม","เนย"
"5701215046375","เอ็มบอร์คเดรี่วิปปิ้งครีม 200มล.","อาหารสดและเบเกอรี่","เนยและครีม","เนย"
"9414977000016","ตาตัวแดรี่วิปครีมไขมันต่ำ 400กรัม","อาหารสดและเบเกอรี่","เนยและครีม","เนย"
"3228022910023","เพรสซิเด้นท์เนยสดรสจืด 200กรัม","อาหารสดและเบเกอรี่","เนยและครีม","เนย"
"8858705600108","แมกโนเลียครีมพร่องมันเนย 946มล.","อาหารสดและเบเกอรี่","เนยและครีม","เนย"
"8850151824121","ออร์คิดเนยรสจืด 100กรัม","อาหารสดและเบเกอรี่","เนยและครีม","เนย"
"8850332165005","อลาวรี่สเปรดทาขนมปังรสเนยกระเทียมและสมุนไพร 120กรัม","อาหารสดและเบเกอรี่","เนยและครีม","เนย"
"9415007034018","แองเคอร์เนยสดรสจืด 10กรัม แพค 6ชิ้น","อาหารสดและเบเกอรี่","เนยและครีม","เนย"
"8850144023029","เบสท์ฟู้ดส์มาการีน 150กรัม","อาหารสดและเบเกอรี่","เนยและครีม","เนย"
"8850151853114","ออร์คิดเนยสดตลับ 10กรัม แพค 8ชิ้น","อาหารสดและเบเกอรี่","เนยและครีม","เนย"
"5704025029873","เอ็มบอร์คพาสต้าครีมครีมเทียมชนิดวิปปิ้งครีม 200กรัม","อาหารสดและเบเกอรี่","เนยและครีม","เนย"
"8850332161267","อลาวรี่บัตเตอร์เบลนด์สเปรดชนิดเค็ม 227กรัม","อาหารสดและเบเกอรี่","เนยและครีม","เนย"
"3228020355741","เพรสซิเด้นท์เนยสดรสเค็มแท่ง 200กรัม","อาหารสดและเบเกอรี่","เนยและครีม","เนย"
"9414997000034","ตาตัวฟาร์มแดรี่วิปปครีมไขมันต่ำรสหวาน 250กรัม","อาหารสดและเบเกอรี่","เนยและครีม","เนย"
"9310003001975","ฟลอร่ามาการีน 250กรัม","อาหารสดและเบเกอรี่","เนยและครีม","เนย"
"3228020160314","เพรสซิเด้นท์วิปปิ้งครีมไขมัน35.1เปอร์เซนต์ 1ลิตร","อาหารสดและเบเกอรี่","เนยและครีม","เนย"
"5740900835306","เลอพักเนยสดรสจืด 200กรัม","อาหารสดและเบเกอรี่","เนยและครีม","เนย"
"0000088008226","อาร์ลาชีสคิดสติ๊ก 18กรัม แพค 6","อาหารสดและเบเกอรี่","ชีส","ชีสแผ่นและชีสขูด"
"8850332312089","อลาวรี่เชดด้าชีส 12สไลด์ 250กรัม","อาหารสดและเบเกอรี่","ชีส","ชีสแผ่นและชีสขูด"
"5701215042773","เอ็มบอร์คเดนนิชมอสซาเรลล่าชีสเส้น 200กรัม","อาหารสดและเบเกอรี่","ชีส","ชีสแผ่นและชีสขูด"
"8853474015429","มายช้อยส์โพรเซสเชดด้าชีส 10สไลด์ 200กรัม","อาหารสดและเบเกอรี่","ชีส","ชีสแผ่นและชีสขูด"
